date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,
03/03/2021,Johor,376,394,4429,1,,,227,1275,-149,3762948,0.991763218,4392.51929,1.36205E-08,0.086023933,2.65749E-07,,,,,,,,,,
04/03/2021,Johor,255,381,4303,3,,,209,2315,-46,3762693,0.99169601,4267.26793,1.29085E-08,0.177782942,7.97301E-07,,,,,,,,,,
05/03/2021,Johor,463,765,4000,0,,,171,695,-292,3762230,0.991573981,3966.295925,1.13629E-08,0.058,0,,,,,,,,,,
06/03/2021,Johor,139,232,3907,1,,,177.2,790,38.2,3762091,0.991537346,3873.936413,1.20557E-08,0.08369593,2.6581E-07,,,,,,,,,,
07/03/2021,Johor,158,327,3738,1,,,172.6,600,14.6,3761933,0.991495704,3706.210941,1.22741E-08,0.043338684,2.65821E-07,,,,,,,,,,
08/03/2021,Johor,120,162,3694,1,,,168.8,825,48.8,3761813,0.991464077,3662.4683,1.21473E-08,0.106388738,2.65829E-07,,,,,,,,,,
09/03/2021,Johor,165,393,3464,1,,,160,1365,-5,3761648,0.991420589,3434.280921,1.2279E-08,0.096997691,2.65841E-07,,,,,,,,,,
10/03/2021,Johor,273,336,3401,2,,,129,850,-144,3761375,0.991348637,3371.576716,1.00841E-08,0.064098794,5.3172E-07,,,,,,,,,,
11/03/2021,Johor,170,218,3352,0,,,113.2,675,-56.8,3761205,0.991303832,3322.850445,8.97874E-09,0.089200477,0,,,,,,,,,,
12/03/2021,Johor,135,299,3188,0,,,120,505,-15,3761070,0.991268252,3160.163186,1.00081E-08,0.102885822,0,,,,,,,,,,
13/03/2021,Johor,101,328,2960,1,,,128.2,605,27.2,3760969,0.991241632,2934.075231,1.15159E-08,0.097635135,2.65889E-07,,,,,,,,,,
14/03/2021,Johor,121,289,2792,0,,,131.4,590,10.4,3760848,0.991209741,2767.457597,1.25139E-08,0.186246418,0,,,,,,,,,,
15/03/2021,Johor,118,520,2390,0,,,133.8,455,15.8,3760730,0.991178641,2368.916952,1.48863E-08,0.064853556,0,,,,,,,,,,
16/03/2021,Johor,91,155,2326,1,,,143.8,845,52.8,3760639,0.991154657,2305.425732,1.64395E-08,0.143594153,2.65912E-07,,,,,,,,,,
17/03/2021,Johor,169,334,2161,35,,,127.2,710,-41.8,3760470,0.991110115,2141.788959,1.56527E-08,0.093475243,9.30735E-06,,,,,,,,,,
18/03/2021,Johor,142,202,2101,43,,,131,685,-11,3760328,0.99107269,2082.243721,1.65813E-08,0.212279867,1.14352E-05,,,,,,,,,,
19/03/2021,Johor,137,446,1792,0,,,130.6,650,-6.4,3760191,0.991036582,1775.937555,1.93819E-08,0.079799107,0,,,,,,,,,,
20/03/2021,Johor,130,143,1779,0,,,130.4,705,0.4,3760061,0.991002319,1762.993126,1.94943E-08,0.066891512,0,,,,,,,,,,
21/03/2021,Johor,141,119,1801,741,,,126.2,430,-14.8,3759920,0.990965157,1784.728248,1.86366E-08,0.099389228,0.000197079,,,,,,,,,,
22/03/2021,Johor,86,179,1707,1812,,,125.2,805,39.2,3759834,0.990942491,1691.538832,1.95075E-08,0.15582894,0.000481936,,,,,,,,,,
23/03/2021,Johor,161,266,1602,666,,,128.2,675,-32.8,3759673,0.990900058,1587.421893,2.12851E-08,0.056179775,0.000177143,,,,,,,,,,
24/03/2021,Johor,135,90,1647,2409,,,135.4,645,0.4,3759538,0.990864477,1631.953794,2.18671E-08,0.11900425,0.00064077,,,,,,,,,,
25/03/2021,Johor,129,196,1580,2305,,,128.8,600,-0.2,3759409,0.990830478,1565.512155,2.1684E-08,0.100632911,0.000613128,,,,,,,,,,
26/03/2021,Johor,120,159,1541,405,,,122,405,2,3759289,0.990798851,1526.821029,2.10597E-08,0.072031149,0.000107733,,,,,,,,,,
27/03/2021,Johor,81,111,1511,671,,,138.8,880,57.8,3759208,0.990777503,1497.064806,2.44359E-08,0.126406353,0.000178495,,,,,,,,,,
28/03/2021,Johor,176,191,1496,1135,,,124.2,855,-51.8,3759032,0.990731116,1482.133749,2.20858E-08,0.066176471,0.000301939,,,,,,,,,,
29/03/2021,Johor,171,99,1567,2502,,,106.6,480,-64.4,3758861,0.990686047,1552.405036,1.80981E-08,0.024888322,0.000665627,,,,,,,,,,
30/03/2021,Johor,96,39,1622,2383,,,106.4,430,10.4,3758765,0.990660745,1606.851729,1.7452E-08,0.098027127,0.000633985,,,,,,,,,,
31/03/2021,Johor,86,159,1549,1470,,,100.2,825,14.2,3758679,0.990638079,1534.498385,1.721E-08,0.09360878,0.000391095,,,,,,,,,,
01/04/2021,Johor,165,145,1569,2211,,,86.8,515,-78.2,3758514,0.990594592,1554.242914,1.47191E-08,0.078393881,0.000588264,,,,,,,,,,
02/04/2021,Johor,103,123,1549,728,,,86.6,415,-16.4,3758411,0.990567445,1534.388972,1.48752E-08,0.091672046,0.000193699,,,,,,,,,,
03/04/2021,Johor,83,142,1489,1551,,,90.2,475,7.2,3758328,0.99054557,1474.922353,1.61182E-08,0.102081934,0.000412684,,,,,,,,,,
04/04/2021,Johor,95,152,1431,1166,,,91.8,275,-3.2,3758233,0.990520531,1417.43488,1.70694E-08,0.057302586,0.000310252,,,,,,,,,,
05/04/2021,Johor,55,82,1404,1508,,,96.8,490,41.8,3758178,0.990506036,1390.670474,1.83456E-08,0.158831909,0.000401258,,,,,,,,,,
06/04/2021,Johor,98,223,1279,1512,,,90.6,510,-7.4,3758080,0.990480207,1266.824184,1.88491E-08,0.11336982,0.000402333,,,,,,,,,,
07/04/2021,Johor,102,145,1236,1018,,,82.4,505,-19.6,3757978,0.990453323,1224.200308,1.774E-08,0.049352751,0.00027089,,,,,,,,,,
08/04/2021,Johor,101,61,1275,1153,,,77,515,-24,3757877,0.990426704,1262.794047,1.60708E-08,0.08,0.000306822,,,,,,,,,,
09/04/2021,Johor,103,102,1276,4,,,73.2,400,-29.8,3757774,0.990399557,1263.749835,1.52662E-08,0.05799373,1.06446E-06,,,,,,,,,,
10/04/2021,Johor,80,74,1282,402,,,93.6,335,13.6,3757694,0.990378472,1269.665202,1.94297E-08,0.141965679,0.000106981,,,,,,,,,,
11/04/2021,Johor,67,182,1167,128,,,104.4,305,37.4,3757627,0.990360814,1155.75107,2.38076E-08,0.160239931,3.40641E-05,,,,,,,,,,
12/04/2021,Johor,61,187,1041,532,,,112.2,370,51.2,3757566,0.990344737,1030.948871,2.86837E-08,0.053794428,0.000141581,,,,,,,,,,
13/04/2021,Johor,74,56,1059,43,,,174.8,420,100.8,3757492,0.990325233,1048.754422,4.39286E-08,0.10292729,1.14438E-05,,,,,,,,,,
14/04/2021,Johor,84,109,1033,1229,,,181,910,97,3757408,0.990303094,1022.983096,4.66326E-08,0.139399806,0.000327087,,,,,,,,,,
15/04/2021,Johor,182,144,1071,1178,,,165,605,-17,3757226,0.990255126,1060.56324,4.10041E-08,0.0821662,0.000313529,,,,,,,,,,
16/04/2021,Johor,121,88,1104,50,,,174.8,500,53.8,3757105,0.990223235,1093.206452,4.21424E-08,0.070652174,1.33081E-05,,,,,,,,,,
17/04/2021,Johor,100,78,1126,8,,,188.6,1935,88.6,3757005,0.990196879,1114.961686,4.45822E-08,0.095026643,2.12936E-06,,,,,,,,,,
18/04/2021,Johor,387,107,1406,1276,,,137.2,575,-249.8,3756618,0.990094882,1392.073404,2.5976E-08,0.039118065,0.000339667,,,,,,,,,,
19/04/2021,Johor,115,55,1466,1321,,,139.4,510,24.4,3756503,0.990064572,1451.434663,2.53131E-08,0.111186903,0.000351657,,,,,,,,,,
20/04/2021,Johor,102,163,1405,796,,,150.8,850,48.8,3756401,0.990037689,1391.002953,2.85728E-08,0.046975089,0.000211905,,,,,,,,,,
21/04/2021,Johor,170,66,1509,1052,,,178.6,845,8.6,3756231,0.989992884,1493.899262,3.15094E-08,0.08813784,0.000280068,,,,,,,,,,
22/04/2021,Johor,169,133,1545,1721,,,188.8,650,19.8,3756062,0.989948342,1529.470189,3.25342E-08,0.069902913,0.000458193,,,,,,,,,,
23/04/2021,Johor,130,108,1566,330,,,201.6,630,71.6,3755932,0.989914079,1550.205448,3.42753E-08,0.022349936,8.7861E-05,,,,,,,,,,
24/04/2021,Johor,126,35,1656,118,,,217.8,795,91.8,3755806,0.989880871,1639.242722,3.50182E-08,0.086956522,3.1418E-05,,,,,,,,,,
25/04/2021,Johor,159,144,1670,2370,,,218,1545,59,3755647,0.989838965,1653.031071,3.4758E-08,0.014371257,0.00063105,,,,,,,,,,
26/04/2021,Johor,309,24,1953,2194,,,218.2,1100,-90.8,3755338,0.989757525,1932.996446,2.97511E-08,0.04813108,0.000584235,,,,,,,,,,
27/04/2021,Johor,220,94,2077,1752,,,216.8,970,-3.2,3755118,0.989699541,2055.605947,2.77971E-08,0.07125662,0.000466563,,,,,,,,,,
28/04/2021,Johor,194,148,2123,2090,,,219,1035,25,3754924,0.989648411,2101.023576,2.74722E-08,0.085727744,0.000556602,,,,,,,,,,
29/04/2021,Johor,207,182,2146,1540,,,244.8,800,37.8,3754717,0.989593854,2123.66841,3.03812E-08,0.052656104,0.000410151,,,,,,,,,,
30/04/2021,Johor,160,113,2192,305,,,271.2,1550,111.2,3754557,0.989551684,2169.097292,3.29527E-08,0.046532847,8.12346E-05,,,,,,,,,,
01/05/2021,Johor,310,102,2398,0,,,260.8,1065,-49.2,3754247,0.98946998,2372.749013,2.89691E-08,0.171392827,0,,,,,,,,,,
02/05/2021,Johor,213,411,2198,2332,,,283.6,1025,70.6,3754034,0.989413842,2174.731625,3.43701E-08,0.03366697,0.000621198,,,,,,,,,,
03/05/2021,Johor,205,74,2328,4528,,,300.2,1680,95.2,3753829,0.989359812,2303.229643,3.43521E-08,0.030498282,0.001206235,,,,,,,,,,
04/05/2021,Johor,336,71,2592,649,,,306,1460,-30,3753493,0.989271256,2564.191096,3.14522E-08,0.104166667,0.000172906,,,,,,,,,,
05/05/2021,Johor,292,270,2609,3108,,,299,1290,7,3753201,0.989194297,2580.80792,3.05348E-08,0.057876581,0.000828093,,,,,,,,,,
06/05/2021,Johor,258,151,2711,3193,,,324.2,1635,66.2,3752943,0.989126298,2681.521394,3.18648E-08,0.081888602,0.000850799,,,,,,,,,,
07/05/2021,Johor,327,222,2813,1,,,328.4,1440,1.4,3752616,0.989040114,2782.16984,3.11099E-08,0.025950942,2.66481E-07,,,,,,,,,,
08/05/2021,Johor,288,73,3025,2061,,,364.2,1825,76.2,3752328,0.988964209,2991.616731,3.20859E-08,0.092892562,0.000549259,,,,,,,,,,
09/05/2021,Johor,365,281,3106,2459,,,358.2,1285,-6.8,3751963,0.988868009,3071.424036,3.07373E-08,0.117836446,0.00065539,,,,,,,,,,
10/05/2021,Johor,257,366,2993,3550,,,393.4,1920,136.4,3751706,0.988800274,2959.47922,3.50347E-08,0.077180087,0.000946236,,,,,,,,,,
11/05/2021,Johor,384,231,3140,192,,,361.4,1740,-22.6,3751322,0.988699067,3104.51507,3.06813E-08,0.056369427,5.1182E-05,,,,,,,,,,
12/05/2021,Johor,348,177,3307,16,,,370,2335,22,3750974,0.988607348,3269.3245,2.9828E-08,0.084064106,4.26556E-06,,,,,,,,,,
13/05/2021,Johor,467,278,3491,0,,,358,1675,-109,3750507,0.988484265,3450.798571,2.73428E-08,0.057003724,0,,,,,,,,,,
14/05/2021,Johor,335,199,3626,0,,,430.8,2165,95.8,3750172,0.988395973,3583.923797,3.16808E-08,0.091009377,0,,,,,,,,,,
15/05/2021,Johor,433,330,3725,1,,,467.2,1120,34.2,3749739,0.988281851,3681.349896,3.34484E-08,0.074630872,2.66685E-07,,,,,,,,,,
16/05/2021,Johor,224,278,3670,3,,,503.6,1955,279.6,3749515,0.988222814,3626.777727,3.65969E-08,0.055858311,8.00103E-07,,,,,,,,,,
17/05/2021,Johor,391,205,3850,928,,,520.8,2035,129.8,3749124,0.988119762,3804.261083,3.60812E-08,0.08961039,0.000247524,,,,,,,,,,
18/05/2021,Johor,407,345,3901,1288,,,549.2,3495,142.2,3748717,0.988012493,3854.236734,3.75554E-08,0.086388106,0.000343584,,,,,,,,,,
19/05/2021,Johor,699,337,4253,1740,,,503,3075,-196,3748018,0.987828264,4201.233608,3.15552E-08,0.062779215,0.000464245,,,,,,,,,,
20/05/2021,Johor,615,267,4593,3305,,,512.8,2030,-102.2,3747403,0.987666175,4536.35074,2.97935E-08,0.071630742,0.000881944,,,,,,,,,,
21/05/2021,Johor,406,329,4660,17,,,549,2385,143,3746997,0.987559169,4602.025729,3.14415E-08,0.059656652,4.53697E-06,,,,,,,,,,
22/05/2021,Johor,477,278,4847,20,,,563.4,2745,86.4,3746520,0.987433451,4786.089937,3.10253E-08,0.063750774,5.33829E-06,,,,,,,,,,
23/05/2021,Johor,549,309,5079,3738,,,606,2340,57,3745971,0.987288757,5014.439594,3.18515E-08,0.04646584,0.000997872,,,,,,,,,,
24/05/2021,Johor,468,236,5302,1991,,,606,3320,138,3745503,0.98716541,5233.951006,3.05157E-08,0.077517918,0.000531571,,,,,,,,,,
25/05/2021,Johor,664,411,5545,1239,,,559.8,2935,-104.2,3744839,0.986990406,5472.861804,2.69587E-08,0.070333634,0.000330855,,,,,,,,,,
26/05/2021,Johor,587,390,5735,24,,,540.2,2745,-46.8,3744252,0.986835697,5659.50272,2.51568E-08,0.062598082,6.40982E-06,,,,,,,,,,
27/05/2021,Johor,549,359,5916,4404,,,516.6,3810,-32.4,3743703,0.986691002,5837.263968,2.33252E-08,0.057471264,0.001176375,,,,,,,,,,
28/05/2021,Johor,762,340,6322,113,,,475,2340,-287,3742941,0.986490169,6236.59085,2.00736E-08,0.070863651,3.01902E-05,,,,,,,,,,
29/05/2021,Johor,468,448,6335,14,,,531.8,2165,63.8,3742473,0.986366823,6248.633824,2.24307E-08,0.05335438,3.74084E-06,,,,,,,,,,
30/05/2021,Johor,433,338,6418,4002,,,534.4,2445,101.4,3742040,0.986252701,6329.769838,2.22514E-08,0.067154877,0.00106947,,,,,,,,,,
31/05/2021,Johor,489,431,6465,3471,,,519,2155,30,3741551,0.986123821,6375.2905,2.14559E-08,0.060324826,0.00092769,,,,,,,,,,
01/06/2021,Johor,431,390,6495,2141,,,545.8,2770,114.8,3741120,0.986010226,6404.136419,2.24622E-08,0.080985373,0.000572289,,,,,,,,,,
02/06/2021,Johor,554,526,6511,179,,,506,3760,-48,3740566,0.985864214,6418.961896,2.07762E-08,0.106281677,4.78537E-05,,,,,,,,,,
03/06/2021,Johor,752,692,6551,14,,,446.8,2230,-305.2,3739814,0.985666017,6457.098074,1.82371E-08,0.062127919,3.7435E-06,,,,,,,,,,
04/06/2021,Johor,446,407,6570,0,,,451.2,2060,5.2,3739368,0.985548469,6475.053439,1.83656E-08,0.06499239,0,,,,,,,,,,
05/06/2021,Johor,412,427,6540,282,,,473.6,2825,61.6,3738956,0.985439882,6444.776828,1.93679E-08,0.062079511,7.54221E-05,,,,,,,,,,
06/06/2021,Johor,565,406,6687,154,,,445.8,1775,-119.2,3738391,0.98529097,6588.640719,1.7833E-08,0.090922686,4.11942E-05,,,,,,,,,,
07/06/2021,Johor,355,608,6424,578,,,475.6,2280,120.6,3738036,0.985197407,6328.90814,1.98058E-08,0.084993773,0.000154627,,,,,,,,,,
08/06/2021,Johor,456,546,6321,8310,,,457,2340,1,3737580,0.985077223,6226.673127,1.93437E-08,0.084954912,0.002223364,,,,,,,,,,
09/06/2021,Johor,468,537,6235,6034,,,449.4,2620,-18.6,3737112,0.984953877,6141.187423,1.92868E-08,0.101363272,0.001614616,,,,,,,,,,
10/06/2021,Johor,524,632,6122,4589,,,417.8,2130,-106.2,3736588,0.984815771,6029.042153,1.82642E-08,0.112218229,0.001228126,,,,,,,,,,
11/06/2021,Johor,426,687,5855,601,,,411,2520,-15,3736162,0.984703495,5765.438962,1.87884E-08,0.067292912,0.00016086,,,,,,,,,,
12/06/2021,Johor,504,394,5955,8437,,,400,1815,-104,3735658,0.98457066,5863.118283,1.79809E-08,0.072712007,0.002258504,,,,,,,,,,
13/06/2021,Johor,363,433,5878,3563,,,445.8,2150,82.8,3735295,0.984474988,5786.74398,2.03042E-08,0.079278666,0.000953874,,,,,,,,,,
14/06/2021,Johor,430,466,5831,5454,,,459.4,1830,29.4,3734865,0.984361657,5739.812824,2.10947E-08,0.06362545,0.001460294,,,,,,,,,,
15/06/2021,Johor,366,371,5821,7306,,,511.6,1960,145.6,3734499,0.984265194,5729.407696,2.35343E-08,0.102731489,0.001956353,,,,,,,,,,
16/06/2021,Johor,392,598,5609,406,,,496,2245,104,3734107,0.984161879,5520.163977,2.36815E-08,0.125334284,0.000108727,,,,,,,,,,
17/06/2021,Johor,449,703,5347,6030,,,454,2960,5,3733658,0.98404354,5261.680809,2.27411E-08,0.079857864,0.001615038,,,,,,,,,,
18/06/2021,Johor,592,427,5504,1941,,,392,2490,-200,3733066,0.983887513,5415.316869,1.90784E-08,0.067768895,0.000519948,,,,,,,,,,
19/06/2021,Johor,498,373,5623,10010,,,361.6,3135,-136.4,3732568,0.98375626,5531.661447,1.72287E-08,0.095856304,0.0026818,,,,,,,,,,
20/06/2021,Johor,627,539,5703,6416,,,275.4,1570,-351.6,3731941,0.983591007,5609.419515,1.29397E-08,0.055058741,0.001719213,,,,,,,,,,
21/06/2021,Johor,314,314,5696,8640,,,278.4,1195,-35.6,3731627,0.983508249,5602.062989,1.30979E-08,0.079529494,0.002315344,,,,,,,,,,
22/06/2021,Johor,239,453,5478,7673,,,293,1410,54,3731388,0.983445259,5387.313126,1.43343E-08,0.077948156,0.002056339,,,,,,,,,,
23/06/2021,Johor,282,427,5323,8858,,,285.2,1730,3.2,3731106,0.983370935,5234.483485,1.436E-08,0.096186361,0.002374095,,,,,,,,,,
